x1,x2,x3,x4,y
1.087449774912518,1.9604652494925352,-2.918318573047065,5.7078504685278855,4.138414643569819
4.3122257995874,4.397641895638968,-0.23016177399988713,5.242338892943492,4.151921723241484
2.8593855069401757,1.1456685856644633,0.9966568938828191,4.325115124973313,0.861687065242638
2.737520701183321,5.700168516484019,-0.7468775855467067,4.662703286551177,2.4309521654186974
3.5155016215546375,1.2461778302956334,-0.2948090421812326,5.768641560395731,3.4481170309628912
3.793048601035066,5.240443851949094,-0.6690427416431186,6.857556890615074,5.344421796046005
1.3301199600412008,5.170193260008345,0.05244860534475837,6.887755040035568,2.019928071169535
3.311301881458445,1.4891157233416163,-2.331996092318559,3.812610807405665,4.808635368851188
3.132657548806136,2.4742534719701874,-3.750791433185869,4.5228491635661365,8.422763595926796
1.0626304125683268,3.336827398602222,0.955387734141973,4.894009421571993,0.847194936516412
1.8953421116063993,3.8181240352717536,-3.9527251530521257,4.019389565591313,5.340165106312068
3.2549673719167593,3.343068542337408,0.8864564440352742,6.263660457411081,1.6158613046436252
4.6819207262506195,5.182211632473863,-0.9804737411148423,6.956060104288024,8.315085637272475
2.479608868738546,5.32874898917538,-2.9889017298032208,4.78938617538982,5.250751708958731
1.6353709145407556,3.9325707650230086,1.275807630726531,6.446596768962413,1.2299177381617765
4.833478415572944,5.408949852657982,-0.07236024140013697,5.546910833265317,5.066816495541095
4.044591888871973,5.316116518283291,-1.2432404777606552,4.116873720455962,4.587899829340088
2.2921469407882418,2.0774302514567546,1.0562523737107163,6.964412771946453,1.1492517419435953
4.872912217265682,2.855907261685341,-2.6841603510487113,5.838598809658356,12.309953707428711
3.1824269126869065,1.6814666036120975,-2.867532702779065,3.8569688697160975,5.606001642814714
4.115492828588162,4.203080638903322,-3.206362405791417,7.059261093299695,14.075688825997739
4.680610687233536,2.2627438917348357,-2.012492085801532,3.9654128271075155,6.998417957108355
3.270311803749097,1.8671750844766217,0.38122002353845996,5.255494458210506,1.8996939202746488
1.2276473167116717,2.5534656635596917,-3.148602691629179,3.6988920680815154,2.9941022050520525
4.632071717535446,1.8610812658698315,-1.187667625846757,3.268192466064546,4.7050873224786125
3.7127893010405115,2.0850790083367627,-1.4417762074214329,6.803110294341939,6.916382339257066
4.158596586504678,2.6308316002460965,-2.6348079502647836,6.914173584191851,11.798954768019485
