x1,x2,x3,x4,y
-6.859250597978905,-0.47631985627788076,-1.6963628550310563,6.575845490988567,2227.313375279004
-5.05729788140278,2.0409583443755306,-0.5273016364023135,6.320629889778152,1478.3733095632585
-6.738372109926367,4.936105330018345,-4.599131147830291,6.760001088760904,4753.163610202673
-4.202389426221543,-2.4931984651328825,-5.380849801073085,4.397129702009076,2256.0771114280633
-5.768788334187121,4.425983587648101,-9.478169368274253,5.55054040338179,7049.1144944466605
-5.514330085234288,4.603031677728382,-0.12824847375406812,6.902065355956072,1560.0366054868641
-3.9212032665637437,2.7355193583292525,-1.7604802129595853,4.7428091306429705,1241.6957569533524
-4.756690114852571,-2.2632992099524905,-1.3525867675205685,4.7794947430596455,1050.5541939893064
-5.8107311265985935,2.628465202326688,-4.53394853792448,5.230476756428506,2811.2782136239443
-7.9967058235930555,-0.14360047990221547,-8.31558880747317,5.234483670523823,5218.80627061761
-5.4750485717826685,2.4860196133458894,-8.333821284734677,4.224772182076287,3498.1966190619974
-7.112834833130212,3.567698086349546,-7.584550138877801,4.399269762996103,3408.7106194175044
-6.358931446220597,3.499590221420969,-5.3790563341918425,5.594840508777074,3780.7267740823468
-4.546872952468956,-1.350112658185124,-9.37126199119979,4.13431029428494,3765.009638324712
-4.54089977425471,-0.33367579952699167,-0.7698644566945241,4.923670826144387,957.698875324261
-6.020490797460208,-0.5580046088170398,-0.3647599927400833,5.962374743285716,1215.9475825075301
-3.4886226221387604,0.011873846624693929,-3.7005981418538534,4.509334962672891,1747.6125508735342
-7.229194692902787,-2.3708139224506564,-5.774764743800338,5.5238517755366034,3821.301216907856
-4.371880628536143,2.8250300709230816,0.010277257718417587,5.907629067159723,1089.5375741685868
-7.817002044336455,1.2485040447993692,-7.641074920320886,5.585966928413962,5413.311659429305
-4.136639344184179,-0.7197057923918702,-5.583934819084532,5.162784325528697,3277.80813451373
-6.937459516990802,-2.969260037623516,-8.462272704090928,5.227757106200684,5243.13099095635
-5.573939138086064,5.193008601835839,-3.708291514696932,7.269333324912429,4572.580817003489
-5.722495137059301,3.1414684240328157,-1.715078158331666,7.24423130251588,2773.545389642528
-7.810474867846525,5.22759551716622,-2.350521036445632,4.65220745514934,1415.3404412601292
-4.70971235914054,-2.036745113027097,-4.354540486021476,5.037370044993359,2436.2067230544717
-5.489806583929857,-1.5072087285666274,-9.878004135658744,4.494099463870623,4743.000065856944
-5.008695645377096,1.150778833567168,-5.871162374657715,5.400888381044796,3807.484311754609
-6.399016587104217,3.179105028721784,0.4173416893857791,4.246291685209194,501.00948129934983
-4.9915888242822195,-2.653294446965712,-6.227283394037243,5.419373427812288,3986.977895697305
-6.316980187228644,-0.3770028243165777,-4.3916705108998215,6.181498235837694,3728.3696945130164
-4.964203591696029,-2.5402384640514173,-4.34499899453277,4.5292956204965495,1950.3593347398053
-5.478184089098047,-1.1471246849833276,-0.9051449409535479,4.217948338201964,721.308665673832
-7.7143525458864115,4.994361935108954,-7.229464336728301,7.1602430230321055,8418.023040639253
-3.8618723013969207,-1.0483745330689578,-2.9970959756825195,6.233811073497806,2801.4087760882894
-4.980126748770843,2.6022656364011487,-9.14810605312271,6.6934297081599645,9693.171295957634
-3.653890175389563,1.8883598600585643,-5.860829139309956,5.722988661846353,4294.364467460745
-3.326194432170184,1.3749635835114677,-6.275812437855328,6.168996414937938,5338.196511088163
-5.646320207116965,-1.6487386634022974,-4.0866405043690825,4.753271373290458,2051.2422195641143
-7.910757680169246,-2.8367742349481886,-0.7583025427603083,6.355538540150749,1540.6442932214338
-7.623192502250744,0.5788602202971798,-7.5199621354706645,6.921101612891842,8119.917816317118
-7.766055136075081,-1.2086526179524633,-2.984119030714858,6.504819954873213,3016.633527101189
-4.3316608486440735,0.43322998448076655,0.38746358876964315,4.478126747952439,537.7711964403956
-7.184478009295531,5.249728523891797,-0.7292892885595634,5.909674301631371,1418.002762655117
-4.999305354257491,4.192118739327949,-8.19763870516789,5.29489210940634,5387.994185975131
-6.233967478858239,-1.2373162684258534,-7.984249073474401,5.48768391345997,5443.027658597983
-7.149742066121737,-1.8954465324865897,-6.17757265865434,6.76069119298419,6177.79805650322
-5.9202918435548515,-2.4006501880978424,-8.866754472354177,5.8963794469920945,7107.815071104093
-7.513449440569592,1.7255077174315376,-4.667693368069784,4.3315614334238335,1974.6881578152743
-3.57082692478523,-1.0990807792016786,-5.912553023142266,7.2293116245074796,6798.749295197627
-4.5347256137879395,2.7027256271548543,-5.44657466195304,4.5678626444229256,2576.975943573371
-3.903475736198576,1.891963134227007,-9.0144787855293,6.214702395363082,8214.112303998285
-6.577856726579626,1.8943851250434118,-9.271588550286051,6.263953408642761,8610.847442520228
-7.1082954992925655,-0.005330219153257154,-4.8205133839879375,4.632426355957988,2285.7461824809193
-3.6390340371208127,4.166391233194446,-7.4257178860143,4.571085954469271,3633.4515574737934
-4.405448196795765,5.27257022916783,-9.82334557524596,6.620418964370087,10465.897912693561
-6.251172912080546,2.047852105944635,-4.263225248927659,7.328283346484598,5150.693243491854
-3.347080973664787,-2.2054638225135856,-2.3327575493865798,5.6167373064647315,1921.5388965978266
-3.427580420411555,2.9619444052063493,-0.9374983791913145,4.204035524739758,791.168052554418
-4.825177286983113,1.8182016819023818,-0.4215900467902358,7.471095977399816,1978.5578997836387
-6.849429315721418,3.8080910514270556,-1.200549964989861,4.584788465920184,996.3908623131307
-4.4692570620779595,4.517725787163165,-7.658120853969863,5.9607665646867725,6285.041434833253
