x1,x2,x3,x4,x5,y
4.078700273607323,3.927777339738591,2.0411164988574084,-0.6353164041670709,-0.8997573782126187,1.864316021941128
3.053527753688106,1.3010117843316218,5.324340361653279,-3.0506072843603924,-0.42407567079382247,1.9080232147393978
1.66066706953961,5.227000653116887,3.27405430398326,-3.632142249692465,-1.2459735733445627,1.9361066729270116
1.5000949662985406,3.0797545855738653,3.4607683457323573,-0.8069603588625203,-0.5335416808268727,1.8960931504586331
3.447494880709968,-0.3481010238436357,5.767921821895097,-1.1486354597437805,-1.469744779786037,1.9068692573984158
2.727429139703885,2.7197958192737968,2.5226196259044698,-2.552518481040625,-0.21214170237058383,1.9389581524493558
2.2745282554184003,3.1349559865922867,5.0395257303563845,-2.9774450076061085,-0.7148243733523114,1.894842354086632
3.505465890537582,3.763442897952725,6.561102420509475,-1.6296400724570326,-1.3600191758929,1.8390899273394417
1.5556650087161563,-0.9220998673979306,4.888935664616426,-1.9501900529638192,3.5063722278229053,1.888111216705036
4.772143712812623,-1.0906826386112736,5.616125057917744,-1.530281929336799,3.6096417203514646,1.8347390513489574
3.3563424821206986,1.3235940298899682,5.466035354790962,-3.5426037725774906,-0.4460498758492131,1.9092503674960568
3.8612680240502435,4.0736173869055,5.0863492573828,-0.8036243122449456,2.71536181264341,1.8138079052933584
2.7607378181405244,0.1525944002778119,5.321327117525534,-2.1157657715906124,-2.0429338488769373,1.9921829920130034
3.477251021798349,0.3879776084126485,5.675784197087889,-3.656358734599258,-1.6981555962348167,1.9857050978476227
5.128337090161671,1.420763409096998,3.8525916607525112,-3.927452524981895,-0.14022205048740943,1.9047196797905477
2.195765685672847,2.9975403233826556,4.952025827857215,-3.2872774522962205,-1.881306854117419,1.9477764444080565
2.956249028792301,2.531740854591,5.166906287120831,-1.7779501291039455,-1.5634263832693025,1.8835750706342245
2.155872558124424,-1.2471159848199616,6.424605808891035,-0.736480886208204,-0.5064158817783411,1.9110330591641822
3.7621696281403167,0.4450825878420348,5.585829830937426,-0.7488042279401839,3.5948659978153303,1.8259612832754382
2.5328974002316302,-0.9181578837700308,5.005115163425602,-1.601228337782893,1.2091382384602802,1.9074132590872122
3.7604330093387777,-0.735646310590343,5.450597356960227,-2.953955151696898,2.750670316104028,1.8677302985310713
1.4510775950404173,3.163244822875787,2.492226934849408,-1.6340082949197603,-1.237482929489297,1.982966267882967
3.6976377045780175,-1.7232733921987018,4.327237781973622,-3.0792816533026914,-0.8373803334654579,2.166139741196819
3.460178132365704,5.374262551185996,4.220581742776508,-1.3635918215198668,1.791798073571508,1.8210082122517794
2.1216441532763715,3.506915725370461,6.5352925767873025,-1.8221636778835406,-0.38736793645688783,1.8473008877497068
1.4754385155657477,-0.4262224864486257,5.889264463997522,-1.257037290054229,-0.36880650030353657,1.9350724505183032
4.984795629323955,2.6455929612614906,6.662084961633962,-2.7300388153509525,-1.6983059279339492,1.84821942717778
4.726912745036061,4.319376245640238,5.4529303424771784,-0.7919639678781651,-1.9918865894449118,1.8321999617624216
1.7808043562347096,1.2738719840592396,6.543344195806606,-3.7066450226917,-0.9602227865671757,1.9496343399242357
1.343330259248601,-0.057158138251356405,5.528385694171165,-1.711371951546948,0.3335564056819136,1.9307756776448173
1.0573268355933731,4.009329358036345,2.0969713239115286,-0.7032987754114179,-2.362590569954553,1.9908790658111502
2.445744826287572,1.1631393196860218,5.970160437552824,-2.124390253295571,1.1192902263884124,1.8634744313618263
2.4585177388734567,3.7991717028164977,6.574655490275573,-1.4925033463701922,-0.9745565314221145,1.8433178802843908
1.0772425464719757,0.4581101231231921,5.748143827556066,-2.618209481657369,0.7075974266159428,1.9329617669100292
4.22998981574171,-0.35977838256513484,4.641507298165817,-2.2455870870619625,1.9282493096835944,1.868876843829936
4.302563269349344,2.2806032723880447,3.196601076787254,-3.033882722781871,3.7481431138106407,1.842134293777912
5.056444271109817,5.298315295159102,3.9452838160083914,-2.573535933238074,-0.2674929259744592,1.8341095392798563
1.3026973660401464,-0.7755815486692321,2.428168741418636,-2.049526513297642,3.1181155702475465,1.9953587516416227
4.394375353295094,-1.3578458548804389,2.1745016941768864,-1.7903758735667994,-1.3623095315335993,2.2326690199677532
4.836473654002582,1.3728716708251976,4.795220220019993,-1.0436762054751596,-1.0387836047983596,1.858923164441358
4.681174561354396,2.9853757225301543,4.233447353415356,-2.963968548053722,3.035928837340662,1.8303705260883887
2.3390238092150417,-0.1393878412459395,4.955005491881117,-2.897153273858308,0.5129095015161829,1.956468128785579
4.314984008834092,-1.5406103464293546,2.57732112949794,-3.2485394660517386,-0.28270027681031795,2.2961552063475006
4.962251198608775,3.475930812399385,4.059072526186314,-1.621611105186192,1.1033451215562398,1.830321502090553
2.1118697482432744,0.8114643213422625,6.418479794961166,-1.8693593226578855,2.606914395280432,1.846054560452306
3.4172304007093244,2.490542090630333,4.171308127087309,-1.7520081501681752,1.009127211462503,1.8539519627584071
3.563137777074963,1.2941594277934154,3.979727014526725,-2.35403580918352,-1.6484866718316222,1.9536885488514022
4.585814213180013,4.865891643482771,2.175487017006339,-1.6609203995915083,2.9738450894995427,1.8241210506026562
2.7641686600211655,4.3941937778766,6.495512122536975,-1.8012177803491713,0.11871541683067077,1.8303746129328429
1.0807736847666374,2.036577247018096,4.184380423590194,-2.366193958165644,1.5452430281100202,1.9011444040890462
1.042988633720774,-0.03963757915426136,4.905266784707527,-3.503002845502163,-1.3239873132579911,2.6713745522040044
1.004539050170602,2.5533373357023823,4.720377360252639,-0.9925597711561656,3.824760017182677,1.8368473229783724
2.868636587694644,2.632745234963556,5.618815339754846,-3.1011293343925854,1.8935300322611681,1.8477237278875862
1.4910691363597997,0.3451384191752078,2.8484200710958723,-0.7248864884947146,2.038166458222485,1.9135668092663354
1.9218185044009173,4.939329378239479,5.801928646829961,-1.3883962261922842,-0.3803291834927931,1.8386326894136995
1.3268709676299086,1.0383276680463216,6.168820153870367,-3.162503940941194,1.4771937349342696,1.892854928978088
4.38941099305211,2.02566493616476,6.776125605874608,-0.8317359898151535,-2.398956515588658,1.8472384754230395
3.6255717274565575,-1.469900723374737,5.767357130906241,-2.702353918770969,0.5905347599325408,1.9189232319956484
4.759151760576632,3.1900805477829923,5.617807508628982,-2.1212347529715716,3.4749593122889166,1.8138626951051375
4.452815495370317,4.877503549884338,5.534184595791924,-2.692188749619485,3.03181273218374,1.8126136131274166
2.781686311115947,1.0386137271656022,6.582375513555116,-1.1378447068516389,-2.704873323593952,1.899282011499944
4.46994348798255,1.4367942840232892,3.6735755797714926,-0.6132082667014962,0.2827022245588977,1.8549523601972753
3.622327973939206,1.8126315426676687,2.612307098724765,-2.5355455420587987,3.6552840648365033,1.8559288811497412
4.208740074441523,-0.9224653810890979,3.930066269059464,-3.0920612124300293,-2.83212772902787,2.520744748116049
2.206253261105261,4.6395772809481475,4.888563155531682,-3.1602534631370514,-1.640641453945993,1.8910693275957209
1.6581338024681767,4.063008634440405,5.36110493512315,-3.1729055313950747,-0.945697793191874,1.8904449747050234
2.630924143072133,-0.6172826511357572,5.555844902906793,-3.7028315126794644,0.16314978130094904,1.9949929858446198
2.638721957107391,2.211354418665257,4.210945408830959,-3.301714225185998,-1.5371581171920974,1.9836881878679729
