x1,x2,x3,y
1.8232559281364586,1.2005285657580675,0.2425822905118027,2.0
2.8593855069401757,2.7029701177476753,-3.984185365370405,4.0
3.7078504685278855,2.9654168575805384,-0.602358104361032,6.0
3.793048601035066,3.4037897641700416,-3.1860888781881713,7.0
2.8010203589439193,3.7788932183640753,-1.0652481081862564,5.0
4.039336454008569,1.2110095688248286,-3.41009131187708,5.0
3.8802806999613413,2.325115124973313,0.16606719645263368,6.0
1.1869064251105983,4.850068550112537,-0.8806106261256201,4.0
2.9355143962528834,4.620133619005322,0.1701932600083449,8.0
4.857556890615074,4.597715130384026,-1.8140120220972387,14.0
4.6648423330264555,4.887755040035568,-0.41849933044668264,14.0
3.4170832610360407,3.415534887375789,-3.051954058026724,6.0
3.0029949130876186,1.656912527989113,-1.9691464438852098,4.0
1.7583237026475844,1.0626304125683268,-3.5259168686201363,2.0
1.048020038693687,2.894009421571993,0.18221163247386318,2.0
2.9008474041342707,3.4327263225100615,-0.5633152112251198,5.0
4.862398094591216,4.8486855736936985,-1.9123827953785426,15.0
3.2549673719167593,3.513632084305436,0.42422082699687635,6.0
4.833478415572944,3.3418552565387927,-1.7462268872849136,11.0
4.131416052142937,1.6353709145407556,-0.9993705043867549,6.0
2.490630935648851,5.0255415330895685,-2.1812775856267024,7.0
1.9235116441057898,2.5907776528731494,-3.3055671050674897,3.0
5.118648224789109,3.0652253248287624,-2.000148818541742,12.0
5.116700408982586,2.798157369960478,-0.18078371101395918,12.0
2.749140679935679,1.769158615036517,-2.492495235747051,3.0
2.082351907201288,1.506626848382454,-3.3185333963879025,2.0
4.680610687233536,4.115492828588162,-3.0754028647094387,11.0
3.838598809658355,3.270311803749097,-3.2550273551755318,7.0
1.7380696564598554,2.9186678444339256,-3.2116440466948966,3.0
1.2276473167116717,1.9300677214315107,0.6251482339375283,2.0
4.632071717535446,4.967280209200512,-2.4465343364403083,14.0
1.8608815415195903,3.5258486200491843,-1.2583826554292084,3.0
1.6988920680815156,4.652083039249963,-2.805456956481686,5.0
1.9827252439802232,2.45113245239571,0.5818779988267009,3.0
4.4002095838261015,4.598839768413101,-3.7236160475703426,11.0
3.2638069567684758,3.5653501311554434,-2.749231021010645,6.0
2.0561562818696553,1.643306360255648,-0.83507914878607,2.0
2.475880526234869,4.803110294341939,-2.8736850350412317,7.0
1.0291761266477237,4.936933517867966,-0.4116365858394815,4.0
3.466961933768569,1.0391176176109012,-0.8065012141206793,4.0
4.852979111911228,3.3837196897272745,0.7046812825745219,11.0
3.3604025895869807,2.0598134766207377,-2.919251375354695,4.0
3.583417790697988,4.368560945965606,-0.8235503873696257,8.0
3.1748868034400983,4.1606168791386064,-1.6621940777610922,7.0
3.687170770781558,2.2332077061365796,-2.613628391562665,5.0
1.9946821465433273,1.7156591403082937,-1.4769347689300392,2.0
4.59508388368165,1.322286116001062,-1.1893228139320322,8.0
1.9513014127542807,2.5075274295415584,0.18426164848763094,3.0
4.15486656402371,2.5199361755797796,-0.5977545421039432,7.0
1.8393432108171486,3.1986982573679663,-3.193282659202082,3.0
4.945934035763878,4.624655169084043,0.10741100750758914,15.0
4.7333851067565025,1.7292338916053638,-0.6854764561860702,9.0
2.23772794222769,3.0577584237046147,-0.44492591782787105,4.0
1.8542307146402937,4.8524133423632945,-1.8785593374742722,6.0
1.4971046363516585,3.079530704019713,-3.4024828817187758,2.0
3.438732673016828,1.822125746021606,-0.9361096828621718,5.0
5.138444793424819,2.751980928706484,-1.5260167144438115,11.0
5.130680304603037,3.373915871968177,-3.2174997325785855,12.0
1.8413115095892802,2.5544840270953735,-1.4469742624511528,3.0
3.693906190352261,4.247067025231482,-3.355651463196146,8.0
3.3864496125240864,3.420503477062308,-1.8325051687876415,6.0
2.5846149649434675,2.4570688714871816,-2.1999146739019855,3.0
4.668353082224288,4.866769977384669,-1.9714472497661855,14.0
1.4713102667354006,4.472746220420827,-1.6948854941028753,4.0
2.9306322221979517,3.6066059937864945,-2.2036587812999766,5.0
1.3346715239466838,1.567181590451747,-0.6696670409499621,2.0
3.5156252006057556,1.3006968780851282,-0.9554881850001911,4.0
1.5753699040078222,5.092585362326313,-0.8776805899792937,6.0
3.3196186007810238,4.060682863456366,0.29589882494859143,7.0
4.295540067345256,4.459737882311756,0.5266463050115195,11.0
2.592860185602455,2.4593867227060224,-2.2149659911019968,3.0
4.672440142568587,1.960374882794638,-0.5435635445884923,9.0
4.1299522056070375,2.254889787236352,-3.775163321174246,6.0
4.049202982219525,5.162190765966523,0.7380004300911143,13.0
3.090263820326089,5.0857012072632966,0.5116239700452079,9.0
3.1754145263519744,2.4885556492319276,-2.622192718639453,4.0
3.776147426198957,3.4415950269367257,-2.087312181817036,7.0
3.0457106455225094,2.1153724565895677,-2.1228646231083608,4.0
1.0281893554157056,3.923386124694629,0.4545931913406056,3.0
1.7077685808734768,4.651551484470404,-0.10758738454808014,5.0
2.094348850883304,3.4002894119249936,-1.309936682521407,4.0
2.5440103977460797,4.243601845705782,-1.4439548173721959,6.0
2.6933951184195215,3.648219271862261,-2.024951923444579,5.0
2.5364542386203413,3.002262972025477,-3.164204591439013,4.0
1.8918278468118714,3.9601233464217866,-0.7822809173334075,4.0
5.120314743203029,4.113662325661881,-1.1277764426655512,14.0
1.1872071236429156,2.4376613707000128,-0.2949904688460725,2.0
2.157848989621007,2.889841849226252,-3.385698839498357,3.0
1.8832001710191708,3.2467060093246065,-0.3335672829820657,3.0
1.9806102460730766,4.499305312991861,-3.983793352466898,5.0
1.19420001795921,2.843968968990561,-3.390052873424594,2.0
3.1343735901166623,1.83665975253051,-0.1528351121457021,4.0
2.9696769323355356,4.373037880504534,-1.9010533749910556,7.0
2.922835628310313,4.503078743554434,-1.92103932703276,7.0
5.124030162060069,3.3826391863118186,0.8474250498165841,13.0
3.2504312325088978,1.5078210109906307,0.6725488973856653,4.0
2.7494153997120963,4.345818156788709,-2.081821204872525,6.0
3.9916648798338064,4.4122268994980995,-3.6096535682421265,9.0
2.5549701844968875,1.8671340830121284,0.09539962397708202,3.0
1.871429005523631,2.9239312540032754,-1.519240792661813,3.0
1.7465667965392495,2.0423249280385853,-3.5504878504947075,2.0
4.060273922230877,4.728051372961386,-0.8833583442428266,11.0
1.062470714666391,3.3859275648576084,0.5451182573458739,2.0
2.2839632267158425,5.059208790195721,-0.8295181913085297,7.0
5.139812561552191,4.122619549782675,-0.2308565335077999,14.0
4.818486520910035,3.6713289842913066,0.008211863075051617,12.0
1.375332331439874,4.959029719247103,0.17377462949890887,5.0
4.788160835179229,4.855286355634098,-2.5534243382337887,14.0
2.5780545746914223,1.9543966400277644,0.11581717179881412,3.0
4.157087375768374,2.4412377549326614,0.7272316529673839,7.0
4.326084532722307,3.075184804275498,-2.9350034362030404,8.0
3.613961478795108,2.7185626502333684,-2.770537899690173,6.0
4.053802095260897,2.133821356102029,-0.8416516834700811,6.0
2.838036167441709,3.2658158490478604,-0.8314819885158329,5.0
2.449155360739759,4.203688213033542,-3.8315864316461905,5.0
4.40735402098294,1.566503921760388,0.4301481062420942,8.0
4.5085847750717125,1.113265539772811,-3.1568961348867473,7.0
1.2617354868978108,4.645430871572975,0.6179992147749598,4.0
3.5115217779538854,1.725689171477223,-2.598471779207345,5.0
2.872817110713367,2.321152381935387,0.5490618968818,4.0
3.137665638026373,1.0435447550354628,-2.2058764122635406,3.0
3.1162192795979857,3.0395892332967076,0.15641636075676768,5.0
2.9491244612430556,3.555680376397615,0.2912781612217987,6.0
2.666720878053435,3.2288835629592008,-3.7646797250660304,4.0
4.081411259713613,3.3563968002617885,-1.4905081167233436,8.0
3.322965572904546,4.292841350587723,0.6825565444262294,8.0
4.311392485588553,4.741151536511739,-3.478689676506458,12.0
4.788397849488527,4.364822633912898,-0.6053451600085289,13.0
2.0086401240400704,2.9794904639355133,-1.1070131532508984,3.0
4.622511349346909,3.187506291604056,0.26525199094421215,10.0
2.91327592264166,4.426283077052291,-0.2661779036658718,7.0
2.027714297872059,1.9011989764221076,-2.561676364791272,2.0
5.142897090577401,1.7145760763394453,-2.424226365732686,10.0
2.565924658253943,1.3432218337760014,0.6476557859442442,3.0
2.835853568848843,3.011833080885761,0.8807305532908618,5.0
1.9278968717456755,4.173988542964203,-0.5702351415587374,5.0
5.01724510012234,4.998821826832274,0.385859369763061,16.0
3.1539927544482946,4.234024582615657,0.38292049081319224,7.0
3.194228358461915,3.418211005382986,-1.5236757961100693,6.0
2.788655778704829,4.845290232400735,-0.6200541055633773,8.0
2.051073920944404,4.427126447168051,-2.475065445988077,5.0
1.264051444527325,1.8989536183795073,-2.718828200599097,2.0
1.6419903315956095,1.0425205055128524,-1.8786352252199405,2.0
4.986467731370746,3.780953432841287,-3.04776420090824,12.0
1.30405538780537,4.10620101764898,0.13859967964907227,4.0
2.1329896582562378,2.661954293153162,-0.43995546721099466,3.0
3.3409901955668806,5.108686139437869,-1.4392670985814568,10.0
3.237158304119212,2.826508376407126,-1.0073573669280296,5.0
4.838376931682452,3.47946735420119,-1.4094594077917781,11.0
3.3688753908158713,4.265512800826222,-3.117595183185019,7.0
1.2482451129214018,2.167499457803456,-2.7242043406313483,2.0
4.8488720398179606,4.314031322141565,-1.902694221852511,13.0
4.2977657787479755,2.2145304040670224,-3.913609390252319,7.0
1.3578666093758422,4.1425563488442805,-2.759583358395775,3.0
1.8633208382073765,1.6554971243929406,-1.9522371697191527,2.0
1.6404954256061717,4.586663057538242,0.7780557503482495,5.0
4.357135414937304,1.9051561271197968,-1.8903338954888307,7.0
1.6930862431102296,1.345468733340188,-2.082742793699775,2.0
1.5811856853001138,2.1295303793060283,-2.022123468740432,2.0
1.2199178970057585,1.6604564289720463,-1.6647320521844517,1.0
3.7064758381425236,1.956700456835502,-3.095057262702893,5.0
1.4935221923690054,4.301081863713043,-3.9095995189880597,4.0
2.974565349395503,3.1278503169736815,-2.9429585462571954,5.0
2.0509978256362738,1.874093257990565,0.6969144069358819,3.0
2.7529504144825347,2.045265493648905,-1.1169490711238357,3.0
3.940584490645065,3.9337442907044204,-0.681034944959142,9.0
3.1485550524676404,2.777858364960948,-0.038492967707385084,5.0
4.453057888592694,2.609765760767286,-1.2468918139575798,8.0
1.7829860760997476,1.896927527825896,-0.40956726089680684,2.0
1.455792840971308,1.1158141974648284,-3.594910637154909,1.0
4.600422513447596,2.38344032038456,-1.379546846898564,8.0
3.356086477908816,4.075680993560728,-0.007819536615531142,7.0
5.084596235690281,1.2722657799870274,-0.05159575068590083,10.0
2.8555913019111663,4.838950694582437,-0.42372581912802554,8.0
2.3557895011258143,1.0067132331345887,-1.0893968096343638,2.0
2.899389973277567,1.4381659006220437,-1.4058449633276706,3.0
4.695971021524144,3.744017864336361,-2.722470846176858,11.0
2.501919250227721,1.986448697303343,-1.5661218092203146,3.0
4.921362726787422,5.055671399023804,-1.125964314609409,16.0
