x1,y
-0.07976536005860879,-0.10269005303218538
0.8122502332504817,1.0244948436059866
-3.7819588131875648,-3.9629285083107595
-2.051290913261435,-4.125578626509316
-0.45873606250341403,-6.098224412065458
1.1978778588974226,1.658701965205895
-2.7748490047856817,-103.86023594114246
0.5816470418636737,0.6002772729050495
0.1032335132199016,0.20842429085290473
-0.1235601451276871,-0.5599251115839429
-1.386499090352741,-1.4901714764024399
1.0965702278787957,2.9212929931674907
-3.9724927540336252,-4.764693164454345
-4.742233600638591,-12.0679468722795
-3.6960081352241096,-4.828211459184683
-3.3625884758419904,-5.714720785234951
-0.3318094761782504,-0.361541116307393
-3.9312704483678966,-4.253052187475033
-1.4662655496969181,-1.6944113930131526
-3.626777001352596,-6.875590180548666
0.6085668429277966,0.7978332397237233
-4.119997137414628,-14.499482919758849
-0.8607229124114397,-0.8626737958588181
-2.7028252566832074,-10.490721719107915
-3.8530606572260986,-3.8543981135430823
0.8828245365642591,17.151380237215978
-4.291390694637131,-8.450110004886636
-3.5361861290456797,-24.410265813182157
1.217676758132006,1.4166790622035805
-2.2250086435036196,-2.495208768092075
-4.692803158233472,-7.768686604938661
-1.5231335282346894,-1.9034452160920905
-2.117706834970509,-3.149370967694371
0.6653938574593852,13.21393748898435
0.7403744468638633,0.7967392217386077
-4.525792117465689,-4.548757287466296
-3.8856784837086886,-3.9482877921969677
-4.734806639572145,-11.100436674432483
-4.967417163818789,-7.537432166008149
-4.4664299916010375,-4.547840692708575
-2.2336284005794673,-2.4685617518520524
-4.699966800298991,-8.167309409780877
-3.7445326368479446,-4.2129425654860295
-3.365898611464849,-5.838224996840706
0.17408063554508413,0.19485153253587872
-4.8935182864134035,-14.295056170273016
-2.69663515425467,-9.589044518784625
-4.278022536320676,-9.477933535237835
-0.17941166676841913,-0.22436999089380133
-1.3989123516300164,-1.5170192689796944
-2.119243838104202,-3.1341078003479184
-4.496696340755205,-4.500620470087422
-0.952755102028144,-0.9527800820027591
0.493697118630843,2.094875667536966
-2.574142236855232,-3.7262376727267297
0.7131517762177992,1.0079742377753287
-3.2540721811272437,-3.642443652708505
0.6826759278516343,2.1697452515352293
-3.4674401912252426,-21.339267229380603
-1.9286031880401224,-14.119625929008542
-2.62052360192568,-4.757129380817714
-2.134845792652168,-2.991968094584343
-1.7122158125028406,-3.7450637155096933
1.186416086419542,1.8997176285201713
-2.138672836697261,-2.960388559188583
-0.05722452534775169,-0.0657620742592705
-4.385300025669766,-5.256742157010497
1.0859380174643576,2.213325260430487
1.1555686731634411,3.7278761762958568
-2.7517995919855647,-41.9183748856007
-2.2066818459585598,-2.561872299628717
-1.0421525764128745,-1.042167940695802
0.8986841385650317,3.456541898428848
1.2236439459155708,1.3712390188781542
0.1423509686536537,0.4053575562671585
-3.1852922699093256,-3.2308129634723315
0.630791614754834,1.3095435223881482
0.699329734509317,1.2836499181373182
-4.303061935641033,-7.746393102484374
1.0447173471752729,1.229859513010632
-2.1964055301522234,-2.605703374401578
-3.6837908022191463,-5.057952894714188
-0.791047433884823,-0.8012657296813287
0.5446394813261843,0.5902717437020969
-2.833065823899034,-10.93594500597878
-2.0700197081615364,-3.771757208292931
-2.8729457572153376,-6.970937391748255
